Date,Sales,DayOfWeek,Month,Day,Year,Quarter,WeekOfYear,IsWeekend,IsMonthStart,IsMonthEnd,IsQuarterStart,IsQuarterEnd,Temperature,IsHoliday,Promotion,DaysSinceLastPromo,Product_Category,Store_ID,CustomerCount
2023-05-28,1263.81,6,5,28,2023,2,21,1,0,0,0,0,70.9,0,0,9,Electronics,S001,248
2023-05-29,1032.74,0,5,29,2023,2,22,0,0,0,0,0,67.6,1,0,10,Clothing,S003,212
2023-05-30,1118.89,1,5,30,2023,2,22,0,0,0,0,0,71.6,0,1,0,Food,S002,228
2023-05-31,1055.6,2,5,31,2023,2,22,0,0,1,0,0,68.4,0,0,1,Electronics,S001,211
2023-06-01,1176.43,3,6,1,2023,2,22,0,1,0,0,0,77.3,0,0,2,Food,S002,231
2023-06-02,1276.53,4,6,2,2023,2,22,0,0,0,0,0,86.2,0,0,3,Home,S003,267
2023-06-03,1434.93,5,6,3,2023,2,22,1,0,0,0,0,88.7,0,0,4,Home,S002,279
2023-06-04,1427.36,6,6,4,2023,2,22,1,0,0,0,0,77.1,0,1,0,Clothing,S003,296
2023-06-05,1238.41,0,6,5,2023,2,23,0,0,0,0,0,91.8,0,0,1,Clothing,S001,263
2023-06-06,1264.49,1,6,6,2023,2,23,0,0,0,0,0,85.6,0,0,2,Electronics,S002,253
2023-06-07,1264.81,2,6,7,2023,2,23,0,0,0,0,0,90.4,0,1,0,Electronics,S002,251
2023-06-08,1370.47,3,6,8,2023,2,23,0,0,0,0,0,82.8,0,0,1,Clothing,S003,277
2023-06-09,1276.01,4,6,9,2023,2,23,0,0,0,0,0,89.2,0,0,2,Food,S002,243
2023-06-10,1498.43,5,6,10,2023,2,23,1,0,0,0,0,89.5,0,0,3,Food,S002,298
2023-06-11,1521.14,6,6,11,2023,2,23,1,0,0,0,0,89.2,0,0,4,Food,S003,300
2023-06-12,1292.09,0,6,12,2023,2,24,0,0,0,0,0,87.3,0,0,5,Clothing,S001,270
2023-06-13,1413.56,1,6,13,2023,2,24,0,0,0,0,0,94.9,0,0,6,Electronics,S003,274
2023-06-14,1248.64,2,6,14,2023,2,24,0,0,0,0,0,85.3,0,0,7,Food,S002,242
2023-06-15,1346.7,3,6,15,2023,2,24,0,0,0,0,0,80.7,0,0,8,Clothing,S001,281
2023-06-16,1282.68,4,6,16,2023,2,24,0,0,0,0,0,89.5,0,0,9,Electronics,S003,248
2023-06-17,1447.8,5,6,17,2023,2,24,1,0,0,0,0,88.1,0,0,10,Home,S002,279
2023-06-18,1542.48,6,6,18,2023,2,24,1,0,0,0,0,87.0,0,1,0,Clothing,S003,299
2023-06-19,1361.34,0,6,19,2023,2,25,0,0,0,0,0,87.0,0,1,0,Home,S002,256
2023-06-20,1319.49,1,6,20,2023,2,25,0,0,0,0,0,93.8,0,0,1,Electronics,S001,268
2023-06-21,1280.93,2,6,21,2023,2,25,0,0,0,0,0,76.5,0,0,2,Food,S001,245
2023-06-22,1263.79,3,6,22,2023,2,25,0,0,0,0,0,89.0,0,0,3,Food,S003,252
2023-06-23,1249.25,4,6,23,2023,2,25,0,0,0,0,0,75.4,0,0,4,Electronics,S001,237
2023-06-24,1368.61,5,6,24,2023,2,25,1,0,0,0,0,81.1,0,0,5,Clothing,S002,276
2023-06-25,1487.89,6,6,25,2023,2,25,1,0,0,0,0,79.0,0,0,6,Electronics,S001,293
2023-06-26,1348.65,0,6,26,2023,2,26,0,0,0,0,0,75.6,0,0,7,Clothing,S003,275
2023-06-27,1315.68,1,6,27,2023,2,26,0,0,0,0,0,89.0,0,1,0,Food,S003,267
2023-06-28,1276.81,2,6,28,2023,2,26,0,0,0,0,0,94.9,0,0,1,Clothing,S001,257
2023-06-29,1399.73,3,6,29,2023,2,26,0,0,0,0,0,88.9,0,0,2,Electronics,S002,261
2023-06-30,1238.9,4,6,30,2023,2,26,0,0,1,0,1,77.5,0,0,3,Home,S001,248
2023-07-01,1498.42,5,7,1,2023,3,26,1,1,0,1,0,87.6,0,0,4,Clothing,S003,285
2023-07-02,1527.24,6,7,2,2023,3,26,1,0,0,0,0,87.2,0,0,5,Electronics,S001,300
2023-07-03,1374.83,0,7,3,2023,3,27,0,0,0,0,0,87.9,0,1,0,Home,S002,277
2023-07-04,1336.19,1,7,4,2023,3,27,0,0,0,0,0,86.6,1,0,1,Home,S001,260
2023-07-05,1235.1,2,7,5,2023,3,27,0,0,0,0,0,83.9,0,0,2,Food,S003,251
2023-07-06,1268.0,3,7,6,2023,3,27,0,0,0,0,0,77.8,0,0,3,Clothing,S001,251
2023-07-07,1338.94,4,7,7,2023,3,27,0,0,0,0,0,80.7,0,0,4,Electronics,S003,279
2023-07-08,1620.17,5,7,8,2023,3,27,1,0,0,0,0,94.3,0,0,5,Food,S001,300
2023-07-09,1413.44,6,7,9,2023,3,27,1,0,0,0,0,75.4,0,0,6,Electronics,S001,281
2023-07-10,1316.59,0,7,10,2023,3,28,0,0,0,0,0,94.3,0,0,7,Home,S002,254
2023-07-11,1336.56,1,7,11,2023,3,28,0,0,0,0,0,90.3,0,1,0,Clothing,S003,261
2023-07-12,1307.74,2,7,12,2023,3,28,0,0,0,0,0,76.5,0,0,1,Food,S003,267
2023-07-13,1399.76,3,7,13,2023,3,28,0,0,0,0,0,83.4,0,0,2,Home,S003,281
2023-07-14,1415.55,4,7,14,2023,3,28,0,0,0,0,0,84.0,0,0,3,Electronics,S001,273
2023-07-15,1657.49,5,7,15,2023,3,28,1,0,0,0,0,75.5,0,0,4,Food,S001,300
2023-07-16,1467.57,6,7,16,2023,3,28,1,0,0,0,0,89.5,0,1,0,Clothing,S002,283
2023-07-17,1268.04,0,7,17,2023,3,29,0,0,0,0,0,75.7,0,0,1,Food,S002,256
2023-07-18,1310.82,1,7,18,2023,3,29,0,0,0,0,0,94.9,0,0,2,Electronics,S001,273
2023-07-19,1366.5,2,7,19,2023,3,29,0,0,0,0,0,80.8,0,0,3,Food,S003,275
2023-07-20,1322.99,3,7,20,2023,3,29,0,0,0,0,0,94.5,0,0,4,Clothing,S001,249
2023-07-21,1288.79,4,7,21,2023,3,29,0,0,0,0,0,94.5,0,1,0,Clothing,S002,246
2023-07-22,1515.6,5,7,22,2023,3,29,1,0,0,0,0,86.2,0,0,1,Food,S002,300
2023-07-23,1537.49,6,7,23,2023,3,29,1,0,0,0,0,88.4,0,0,2,Home,S003,288
2023-07-24,1362.4,0,7,24,2023,3,30,0,0,0,0,0,94.0,0,0,3,Food,S003,283
2023-07-25,1234.0,1,7,25,2023,3,30,0,0,0,0,0,90.4,0,0,4,Electronics,S003,252
2023-07-26,1434.33,2,7,26,2023,3,30,0,0,0,0,0,93.4,0,1,0,Home,S002,284
2023-07-27,1336.31,3,7,27,2023,3,30,0,0,0,0,0,83.9,0,0,1,Clothing,S003,266
2023-07-28,1413.57,4,7,28,2023,3,30,0,0,0,0,0,86.3,0,0,2,Electronics,S002,283
2023-07-29,1616.03,5,7,29,2023,3,30,1,0,0,0,0,89.5,0,0,3,Home,S003,300
2023-07-30,1501.07,6,7,30,2023,3,30,1,0,0,0,0,78.2,0,0,4,Food,S002,298
2023-07-31,1308.57,0,7,31,2023,3,31,0,0,1,0,0,91.8,0,0,5,Food,S001,263
2023-08-01,1184.2,1,8,1,2023,3,31,0,1,0,0,0,91.7,0,0,6,Clothing,S003,219
2023-08-02,1184.34,2,8,2,2023,3,31,0,0,0,0,0,83.2,0,0,7,Home,S002,231
2023-08-03,1176.65,3,8,3,2023,3,31,0,0,0,0,0,89.4,0,0,8,Electronics,S001,241
2023-08-04,1151.7,4,8,4,2023,3,31,0,0,0,0,0,88.7,0,1,0,Food,S001,237
2023-08-05,1248.51,5,8,5,2023,3,31,1,0,0,0,0,81.4,0,0,1,Electronics,S003,268
2023-08-06,1250.38,6,8,6,2023,3,31,1,0,0,0,0,89.8,0,0,2,Home,S001,254
2023-08-07,1126.79,0,8,7,2023,3,32,0,0,0,0,0,83.1,0,0,3,Electronics,S002,221
2023-08-08,1034.62,1,8,8,2023,3,32,0,0,0,0,0,94.2,0,1,0,Electronics,S003,203
2023-08-09,1022.46,2,8,9,2023,3,32,0,0,0,0,0,87.7,0,0,1,Clothing,S001,215
2023-08-10,1199.78,3,8,10,2023,3,32,0,0,0,0,0,79.8,0,0,2,Food,S003,222
2023-08-11,1144.3,4,8,11,2023,3,32,0,0,0,0,0,82.4,0,0,3,Clothing,S001,240
2023-08-12,1359.1,5,8,12,2023,3,32,1,0,0,0,0,81.6,0,0,4,Electronics,S002,263
2023-08-13,1309.28,6,8,13,2023,3,32,1,0,0,0,0,82.9,0,1,0,Food,S001,262
2023-08-14,1038.56,0,8,14,2023,3,33,0,0,0,0,0,92.5,0,1,0,Electronics,S002,197
2023-08-15,1039.06,1,8,15,2023,3,33,0,0,0,0,0,94.9,0,0,1,Clothing,S003,208
2023-08-16,1177.36,2,8,16,2023,3,33,0,0,0,0,0,94.4,0,0,2,Home,S001,234
2023-08-17,1130.83,3,8,17,2023,3,33,0,0,0,0,0,83.8,0,0,3,Electronics,S002,231
2023-08-18,1027.89,4,8,18,2023,3,33,0,0,0,0,0,85.1,0,0,4,Home,S003,195
2023-08-19,1223.77,5,8,19,2023,3,33,1,0,0,0,0,87.6,0,0,5,Clothing,S001,242
2023-08-20,1360.27,6,8,20,2023,3,33,1,0,0,0,0,89.5,0,0,6,Food,S003,281
2023-08-21,1143.91,0,8,21,2023,3,34,0,0,0,0,0,76.5,0,0,7,Electronics,S002,242
2023-08-22,1121.36,1,8,22,2023,3,34,0,0,0,0,0,76.5,0,0,8,Electronics,S002,230
2023-08-23,1093.04,2,8,23,2023,3,34,0,0,0,0,0,78.2,0,1,0,Clothing,S003,212
2023-08-24,1055.76,3,8,24,2023,3,34,0,0,0,0,0,80.8,0,1,0,Electronics,S001,213
2023-08-25,1166.45,4,8,25,2023,3,34,0,0,0,0,0,84.9,0,0,1,Food,S003,222
2023-08-26,1347.16,5,8,26,2023,3,34,1,0,0,0,0,87.6,0,0,2,Home,S003,277
2023-08-27,1370.83,6,8,27,2023,3,34,1,0,0,0,0,78.0,0,0,3,Food,S001,262
2023-08-28,1117.84,0,8,28,2023,3,35,0,0,0,0,0,77.5,0,0,4,Electronics,S003,218
2023-08-29,1144.97,1,8,29,2023,3,35,0,0,0,0,0,94.9,0,1,0,Electronics,S001,240
2023-08-30,1141.4,2,8,30,2023,3,35,0,0,0,0,0,75.4,0,0,1,Home,S003,239
2023-08-31,1048.83,3,8,31,2023,3,35,0,0,1,0,0,87.4,0,0,2,Clothing,S002,216
2023-09-01,1193.38,4,9,1,2023,3,35,0,1,0,0,0,63.9,0,0,3,Clothing,S002,228
2023-09-02,1434.33,5,9,2,2023,3,35,1,0,0,0,0,67.7,0,0,4,Home,S003,277
2023-09-03,1373.1,6,9,3,2023,3,35,1,0,0,0,0,69.9,0,0,5,Food,S003,279
2023-09-04,1173.86,0,9,4,2023,3,36,0,0,0,0,0,61.9,1,0,6,Electronics,S002,222
2023-09-05,1089.47,1,9,5,2023,3,36,0,0,0,0,0,76.5,0,0,7,Home,S003,222
2023-09-06,1080.37,2,9,6,2023,3,36,0,0,0,0,0,78.6,0,0,8,Electronics,S003,216
2023-09-07,1053.47,3,9,7,2023,3,36,0,0,0,0,0,65.3,0,0,9,Food,S001,217
2023-09-08,1100.94,4,9,8,2023,3,36,0,0,0,0,0,68.7,0,1,0,Home,S003,228
2023-09-09,1308.23,5,9,9,2023,3,36,1,0,0,0,0,79.9,0,0,1,Clothing,S003,266
2023-09-10,1312.44,6,9,10,2023,3,36,1,0,0,0,0,75.0,0,0,2,Electronics,S002,255
2023-09-11,1051.81,0,9,11,2023,3,37,0,0,0,0,0,73.0,0,0,3,Food,S001,200
2023-09-12,1114.9,1,9,12,2023,3,37,0,0,0,0,0,68.0,0,0,4,Home,S002,223
2023-09-13,1153.94,2,9,13,2023,3,37,0,0,0,0,0,78.1,0,0,5,Electronics,S003,217
2023-09-14,1087.69,3,9,14,2023,3,37,0,0,0,0,0,78.0,0,1,0,Clothing,S002,228
2023-09-15,1146.46,4,9,15,2023,3,37,0,0,0,0,0,79.5,0,0,1,Home,S003,219
2023-09-16,1413.59,5,9,16,2023,3,37,1,0,0,0,0,67.3,0,0,2,Food,S001,288
2023-09-17,1335.79,6,9,17,2023,3,37,1,0,0,0,0,77.4,0,0,3,Home,S003,267
2023-09-18,1073.45,0,9,18,2023,3,38,0,0,0,0,0,60.6,0,1,0,Clothing,S002,229
2023-09-19,1093.42,1,9,19,2023,3,38,0,0,0,0,0,72.3,0,1,0,Electronics,S001,230
2023-09-20,1184.22,2,9,20,2023,3,38,0,0,0,0,0,69.6,0,0,1,Home,S001,235
2023-09-21,1144.38,3,9,21,2023,3,38,0,0,0,0,0,78.2,0,0,2,Food,S002,217
2023-09-22,1102.73,4,9,22,2023,3,38,0,0,0,0,0,72.6,0,0,3,Clothing,S003,222
2023-09-23,1262.37,5,9,23,2023,3,38,1,0,0,0,0,67.6,0,0,4,Home,S001,260
2023-09-24,1361.35,6,9,24,2023,3,38,1,0,0,0,0,75.0,0,0,5,Electronics,S003,264
2023-09-25,1176.54,0,9,25,2023,3,39,0,0,0,0,0,78.5,0,1,0,Clothing,S003,235
2023-09-26,1177.34,1,9,26,2023,3,39,0,0,0,0,0,68.4,0,0,1,Food,S002,242
2023-09-27,1130.63,2,9,27,2023,3,39,0,0,0,0,0,60.2,0,0,2,Home,S003,225
2023-09-28,1104.91,3,9,28,2023,3,39,0,0,0,0,0,70.9,0,0,3,Food,S001,204
2023-09-29,1118.9,4,9,29,2023,3,39,0,0,0,0,0,66.5,0,1,0,Electronics,S003,228
2023-09-30,1282.69,5,9,30,2023,3,39,1,0,1,0,1,70.9,0,0,1,Clothing,S001,257
2023-10-01,1308.52,6,10,1,2023,4,39,1,1,0,1,0,68.6,0,0,2,Home,S002,254
2023-10-02,1184.28,0,10,2,2023,4,40,0,0,0,0,0,79.5,0,0,3,Electronics,S001,245
2023-10-03,1193.26,1,10,3,2023,4,40,0,0,0,0,0,75.1,0,0,4,Clothing,S002,228
2023-10-04,1151.72,2,10,4,2023,4,40,0,0,0,0,0,75.2,0,0,5,Food,S003,212
2023-10-05,1085.6,3,10,5,2023,4,40,0,0,0,0,0,75.3,0,0,6,Electronics,S002,219
2023-10-06,1200.73,4,10,6,2023,4,40,0,0,0,0,0,78.2,0,1,0,Food,S003,222
2023-10-07,1353.47,5,10,7,2023,4,40,1,0,0,0,0,69.5,0,0,1,Clothing,S002,277
2023-10-08,1363.35,6,10,8,2023,4,40,1,0,0,0,0,63.0,0,0,2,Home,S001,273
2023-10-09,1102.66,0,10,9,2023,4,41,0,0,0,0,0,72.4,0,0,3,Clothing,S003,222
2023-10-10,1072.07,1,10,10,2023,4,41,0,0,0,0,0,69.6,0,0,4,Electronics,S003,215
2023-10-11,1184.4,2,10,11,2023,4,41,0,0,0,0,0,74.6,0,1,0,Food,S001,228
2023-10-12,1153.29,3,10,12,2023,4,41,0,0,0,0,0,76.5,0,0,1,Electronics,S003,237
2023-10-13,1142.13,4,10,13,2023,4,41,0,0,0,0,0,61.7,0,0,2,Food,S002,226
2023-10-14,1315.68,5,10,14,2023,4,41,1,0,0,0,0,75.4,0,0,3,Home,S001,263
2023-10-15,1388.97,6,10,15,2023,4,41,1,0,0,0,0,67.6,0,0,4,Electronics,S002,267
2023-10-16,1127.81,0,10,16,2023,4,42,0,0,0,0,0,76.1,0,0,5,Clothing,S001,234
2023-10-17,1173.34,1,10,17,2023,4,42,0,0,0,0,0,78.6,0,1,0,Home,S003,230
2023-10-18,1144.15,2,10,18,2023,4,42,0,0,0,0,0,67.7,0,0,1,Food,S002,222
2023-10-19,1054.49,3,10,19,2023,4,42,0,0,0,0,0,66.8,0,0,2,Food,S003,219
2023-10-20,1130.34,4,10,20,2023,4,42,0,0,0,0,0,74.9,0,0,3,Clothing,S003,236
2023-10-21,1275.68,5,10,21,2023,4,42,1,0,0,0,0,60.2,0,0,4,Home,S002,254
2023-10-22,1427.32,6,10,22,2023,4,42,1,0,0,0,0,69.0,0,0,5,Food,S001,283
2023-10-23,1217.16,0,10,23,2023,4,43,0,0,0,0,0,73.0,0,0,6,Electronics,S001,248
2023-10-24,1136.63,1,10,24,2023,4,43,0,0,0,0,0,75.3,0,1,0,Home,S003,223
2023-10-25,1153.25,2,10,25,2023,4,43,0,0,0,0,0,66.8,0,0,1,Clothing,S001,237
2023-10-26,1176.49,3,10,26,2023,4,43,0,0,0,0,0,75.6,0,0,2,Food,S002,229
2023-10-27,1172.0,4,10,27,2023,4,43,0,0,0,0,0,60.2,0,0,3,Electronics,S002,246
2023-10-28,1279.79,5,10,28,2023,4,43,1,0,0,0,0,68.9,0,0,4,Food,S003,277
2023-10-29,1397.02,6,10,29,2023,4,43,1,0,0,0,0,74.2,0,0,5,Clothing,S002,269
2023-10-30,1133.56,0,10,30,2023,4,44,0,0,0,0,0,65.3,0,1,0,Home,S001,219
2023-10-31,1144.17,1,10,31,2023,4,44,0,0,1,0,0,65.2,0,0,1,Electronics,S003,233
2023-11-01,1102.43,2,11,1,2023,4,44,0,1,0,0,0,78.2,0,0,2,Home,S003,215
2023-11-02,1185.33,3,11,2,2023,4,44,0,0,0,0,0,60.6,0,1,0,Electronics,S001,234
2023-11-03,1118.88,4,11,3,2023,4,44,0,0,0,0,0,65.0,0,0,1,Food,S002,216
2023-11-04,1336.56,5,11,4,2023,4,44,1,0,0,0,0,64.3,0,0,2,Clothing,S003,275
2023-11-05,1455.97,6,11,5,2023,4,44,1,0,0,0,0,67.6,0,0,3,Food,S002,285
2023-11-06,1202.39,0,11,6,2023,4,45,0,0,0,0,0,65.3,0,0,4,Clothing,S001,245
2023-11-07,1102.16,1,11,7,2023,4,45,0,0,0,0,0,75.4,0,0,5,Food,S003,209
2023-11-08,1118.42,2,11,8,2023,4,45,0,0,0,0,0,65.0,0,0,6,Electronics,S001,235
2023-11-09,1114.9,3,11,9,2023,4,45,0,0,0,0,0,76.5,0,0,7,Home,S003,212
2023-11-10,1202.19,4,11,10,2023,4,45,0,0,0,0,0,79.5,0,1,0,Food,S003,237
2023-11-11,1276.43,5,11,11,2023,4,45,1,0,0,0,0,64.4,0,0,1,Clothing,S001,273
2023-11-12,1359.81,6,11,12,2023,4,45,1,0,0,0,0,63.1,0,1,0,Electronics,S002,279
2023-11-13,1144.17,0,11,13,2023,4,46,0,0,0,0,0,68.8,0,0,1,Home,S003,230
2023-11-14,1140.66,1,11,14,2023,4,46,0,0,0,0,0,68.7,0,0,2,Food,S002,228
2023-11-15,1102.57,2,11,15,2023,4,46,0,0,0,0,0,79.5,0,0,3,Clothing,S001,236
2023-11-16,1176.44,3,11,16,2023,4,46,0,0,0,0,0,63.0,0,0,4,Electronics,S003,222
2023-11-17,1151.48,4,11,17,2023,4,46,0,0,0,0,0,72.4,0,1,0,Food,S001,239
2023-11-18,1423.63,5,11,18,2023,4,46,1,0,0,0,0,73.1,0,0,1,Home,S002,295
2023-11-19,1399.71,6,11,19,2023,4,46,1,0,0,0,0,65.2,0,0,2,Electronics,S001,273
2023-11-20,1160.84,0,11,20,2023,4,47,0,0,0,0,0,64.2,0,0,3,Clothing,S003,233
2023-11-21,1152.01,1,11,21,2023,4,47,0,0,0,0,0,69.5,0,0,4,Home,S002,238
2023-11-22,1141.74,2,11,22,2023,4,47,0,0,0,0,0,63.4,0,0,5,Electronics,S003,238
2023-11-23,1235.13,3,11,23,2023,4,47,0,0,0,0,0,66.7,1,1,0,Food,S002,246
2023-11-24,2500.0,4,11,24,2023,4,47,0,0,0,0,0,71.0,1,0,1,Clothing,S001,300
2023-11-25,1292.0,5,11,25,2023,4,47,1,0,0,0,0,69.5,0,0,2,Home,S003,249
2023-11-26,1347.16,6,11,26,2023,4,47,1,0,0,0,0,66.5,0,0,3,Electronics,S003,260
2023-11-27,1184.77,0,11,27,2023,4,48,0,0,0,0,0,61.9,0,0,4,Home,S001,241
2023-11-28,1162.74,1,11,28,2023,4,48,0,0,0,0,0,76.5,0,0,5,Clothing,S002,234
2023-11-29,1219.78,2,11,29,2023,4,48,0,0,0,0,0,64.4,0,0,6,Electronics,S003,238
2023-11-30,1209.68,3,11,30,2023,4,48,0,0,1,0,0,63.0,0,1,0,Home,S002,244
2023-12-01,1689.78,4,12,1,2023,4,48,0,1,0,0,0,46.9,0,0,1,Food,S001,300
2023-12-02,1830.49,5,12,2,2023,4,48,1,0,0,0,0,56.7,0,0,2,Electronics,S003,300
2023-12-03,1789.92,6,12,3,2023,4,48,1,0,0,0,0,44.9,0,0,3,Home,S001,300
2023-12-04,1537.98,0,12,4,2023,4,49,0,0,0,0,0,54.2,0,0,4,Clothing,S003,300
2023-12-05,1523.63,1,12,5,2023,4,49,0,0,0,0,0,47.8,0,0,5,Food,S002,300
2023-12-06,1637.52,2,12,6,2023,4,49,0,0,0,0,0,59.9,0,0,6,Electronics,S003,300
2023-12-07,1730.07,3,12,7,2023,4,49,0,0,0,0,0,58.0,0,0,7,Clothing,S001,300
2023-12-08,1622.7,4,12,8,2023,4,49,0,0,0,0,0,58.8,0,0,8,Food,S003,300
2023-12-09,1863.63,5,12,9,2023,4,49,1,0,0,0,0,49.5,0,0,9,Home,S001,300
2023-12-10,2100.94,6,12,10,2023,4,49,1,0,0,0,0,44.8,0,1,0,Clothing,S002,300
2023-12-11,1690.66,0,12,11,2023,4,50,0,0,0,0,0,55.1,0,0,1,Electronics,S001,300
2023-12-12,1717.3,1,12,12,2023,4,50,0,0,0,0,0,53.0,0,0,2,Home,S003,300
2023-12-13,1564.95,2,12,13,2023,4,50,0,0,0,0,0,59.3,0,0,3,Food,S002,300
2023-12-14,1663.3,3,12,14,2023,4,50,0,0,0,0,0,53.2,0,0,4,Clothing,S003,300
2023-12-15,1602.83,4,12,15,2023,4,50,0,0,0,0,0,46.0,0,0,5,Electronics,S001,300
2023-12-16,1931.2,5,12,16,2023,4,50,1,0,0,0,0,52.3,0,1,0,Home,S002,300
2023-12-17,2119.5,6,12,17,2023,4,50,1,0,0,0,0,40.1,0,0,1,Clothing,S003,300
2023-12-18,1715.48,0,12,18,2023,4,51,0,0,0,0,0,44.7,0,0,2,Food,S001,300
2023-12-19,1612.98,1,12,19,2023,4,51,0,0,0,0,0,56.9,0,0,3,Electronics,S002,300
2023-12-20,1523.53,2,12,20,2023,4,51,0,0,0,0,0,59.3,0,0,4,Home,S003,300
2023-12-21,1548.8,3,12,21,2023,4,51,0,0,0,0,0,57.2,0,0,5,Food,S002,300
2023-12-22,1730.02,4,12,22,2023,4,51,0,0,0,0,0,43.2,0,0,6,Clothing,S001,300
2023-12-23,2500.0,5,12,23,2023,4,51,1,0,0,0,0,42.3,0,0,7,Electronics,S003,300
2023-12-24,2500.0,6,12,24,2023,4,51,1,0,0,0,0,40.5,1,0,8,Home,S001,300
2023-12-25,2500.0,0,12,25,2023,4,52,0,0,0,0,0,50.7,1,0,9,Clothing,S002,300
2023-12-26,2500.0,1,12,26,2023,4,52,0,0,0,0,0,52.3,1,0,10,Food,S003,300
2023-12-27,1577.29,2,12,27,2023,4,52,0,0,0,0,0,57.8,0,0,11,Electronics,S002,300
2023-12-28,1575.52,3,12,28,2023,4,52,0,0,0,0,0,40.9,0,0,12,Home,S001,300
2023-12-29,1674.34,4,12,29,2023,4,52,0,0,0,0,0,59.8,0,0,13,Clothing,S003,300
2023-12-30,1927.4,5,12,30,2023,4,52,1,0,0,0,0,53.4,0,0,14,Electronics,S001,300
2023-12-31,1994.41,6,12,31,2023,4,52,1,0,1,0,1,45.3,0,1,0,Food,S002,300
